name,nickname,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,,match_results
Marnic Mann,The Sawed-Off Savage,6,2,0,152.4,52.16,162.56,Southpaw,3/5/1993,1.1,42,4.93,31,1.83,30,16,0,,win
Eldo Xavier Dias,,0,1,0,180.34,81.65,,,,0,0,0,0,0,0,0,0,,loss
Claudionor Fontinelle,,10,15,1,165.1,83.91,,Orthodox,,2.62,42,10.25,28,0,0,0,0,,win
Victor Valimaki,The Matrix,18,10,0,182.88,92.99,,Orthodox,,3.94,30,2.99,67,0.9,14,0,0,,win
Gisele Moreira,,8,3,0,167.64,61.23,,Orthodox,1/14/1981,5.93,42,6.33,48,4,57,0,0,,win
Coltin Cole,,4,5,0,,83.91,,,,0,0,0,0,0,0,0,0,,loss
Kenny Giddens,,12,7,0,180.34,70.31,,,,0,0,0,0,0,0,0,0,,win
Andrew Montanez,,9,12,1,,83.91,,,,0,0,0,0,0,0,0,0,,draw
Darian Weeks,,5,3,0,180.34,77.11,182.88,Orthodox,11/23/1993,4.49,51,4.56,51,2,30,100,0,,win
Louis Taylor,Handgunz,13,4,0,180.34,83.91,,Orthodox,5/12/1979,2.06,32,1.24,68,2.48,28,100,0,,win
Vitor Vianna,,12,3,1,,92.99,,Orthodox,,3.1,30,8.28,52,0,0,0,0,,win
Idris Wasi,,2,14,0,182.88,84.37,,,,0.4,31,3.53,46,0,0,20,0,,win
Kasey Tanner,,6,1,0,170.18,61.23,175.26,Orthodox,1/11/1992,6.6,50,6.67,63,2,33,0,0,,win
Ashlee Evans-Smith,Rebel Girl,6,6,0,172.72,61.23,170.18,Orthodox,7/9/1987,4.03,34,4.59,53,0.95,22,50,0,,win
Brendan Loughnane,,17,3,0,177.8,65.77,177.8,Switch,12/5/1989,6.23,63,6.7,53,1.5,30,92,0,,win
Joao Pierini,,4,1,0,185.42,70.31,,Switch,12/11/1971,0.76,14,4.56,33,0,0,0,0,,loss
Gaston Bolanos,The Dreamkiller,7,3,0,170.18,61.23,175.26,Orthodox,9/14/1992,4.2,49,1.13,56,0,0,40,0,,win
Thomas Gifford,The Young Lion,14,9,0,185.42,70.31,190.5,Orthodox,7/26/1992,3.97,37,6.45,37,0.5,33,33,0,,loss
Tyrone Roberts,Native Warrior,43,12,1,175.26,83.91,,Orthodox,,0,0,0,0,0,0,0,0,,win
Joe Brammer,The South Side Strangler,7,3,1,172.72,70.31,,Orthodox,8/23/1983,2.15,31,2.8,56,0.81,50,50,0,,win
Christian Leroy Duncan,CLD,9,1,0,187.96,83.91,200.66,Switch,7/24/1995,5.06,59,4.68,47,0,0,50,0,,win
Joel Sutton,,2,4,1,180.34,92.99,,Orthodox,,0,0,0,0,0,0,0,0,,win
Pablo Villaseca,El Gallo,12,3,0,170.18,70.31,,,,2.79,42,3.25,65,2.5,50,33,0,,win
George Stork,,7,9,0,177.8,83.91,,,,0,0,0,0,0,0,0,0,,win
Lance Benoist,,7,2,0,180.34,77.11,182.88,Southpaw,8/26/1988,3.68,51,2.7,56,1.5,33,61,0,,win
Felipe Olivieri,,14,5,0,175.26,70.31,,Orthodox,4/12/1985,6.68,58,4.6,57,0,0,71,0,,loss
Tiffany Masters,Rainbow Renegade,2,1,0,160.02,52.16,165.1,Orthodox,7/31/1994,3.53,62,2.58,50,3.06,60,0,0,,win
Dave Dalgliesh,,30,19,2,187.96,92.99,,Orthodox,4/5/1978,0,0,1.85,50,0,0,0,0,,win
Jason Jackson,Jah-Son,7,2,0,185.42,77.11,198.12,Orthodox,10/30/1990,2.24,48,1.31,56,0,0,0,0,,win
Alberto Mina,Soldier of God,13,1,0,182.88,77.11,195.58,Orthodox,5/2/1982,3.23,38,3.7,47,1.85,20,50,0,,loss
Anthony Avila,,13,5,0,170.18,65.77,,,,0,0,0,0,0,0,0,0,,win
Joe Schilling,,2,5,0,190.5,83.91,,,,2.84,52,2.64,48,0,0,44,0,,win
Jhonoven Pati,The Samoan Savage,6,4,0,185.42,83.91,190.5,Switch,8/29/1990,2.88,53,6.13,33,2.7,100,0,0,,win
Mo Miller,Moshow,6,0,0,172.72,61.23,182.88,Orthodox,8/10/1992,1.87,45,1.33,60,4,80,0,0,,loss
Yuya Shirai,,26,14,2,172.72,76.2,,Orthodox,4/2/1980,1.02,100,4.07,55,0,0,0,0,,win
Sarah Payant,Soulja,1,4,0,162.56,52.16,,,,0.29,16,2.06,30,0,0,0,0,,loss
Boston Salmon,Boom Boom,6,3,0,175.26,61.23,175.26,Southpaw,11/20/1990,4.13,37,7.75,59,0,0,100,0,,win
Maka Watson,,4,2,0,,70.31,,,,0.93,37,1.6,22,2,100,33,0,,win
Jerry Bohlander,,11,4,0,180.34,90.26,,Orthodox,2/12/1974,0,0,0,0,0,0,0,0,,win
Landon Showalter,The Show,11,19,1,182.88,83.91,,,,0,0,0,0,0,0,0,0,,win
Nariman Abbasov,Bayraktar,28,4,0,172.72,70.31,167.64,Orthodox,2/1/1994,3,20,5.67,46,0,0,66,0,,win
Justin Davis,Dangerous,13,16,0,180.34,92.99,,,,0,0,0,0,0,0,0,0,,win
Reynaldo Trujillo,The Truth,21,19,0,175.26,70.31,,,,0,0,0,0,0,0,0,0,,loss
Kyle Noblitt,,11,2,0,187.96,110.22,,,,0,0,0,0,0,0,0,0,,win
Tony Sylvester,,11,3,0,185.42,102.06,,Southpaw,1/27/1978,0,0,10.12,12,0,0,0,0,,win
George Zuniga,,3,1,0,175.26,83.91,,,,7.64,38,5.45,37,0,0,100,0,,loss
Rex Richards,,7,2,0,195.58,120.2,,,,17.65,58,5.29,72,0,0,0,0,,win
Cory Hendricks,,3,1,0,190.5,92.99,,Switch,5/10/1988,3.13,39,4.07,42,0,0,100,0,,win
Clint Coronel,,2,5,0,,70.31,,,,4.93,32,5.6,66,0,0,66,0,,win
Richardson Moreira,Rick Monstro,7,4,0,187.96,83.91,,Orthodox,3/31/1984,1.17,28,1.83,67,0,0,100,0,,draw
Amilcar Alves,,15,12,0,182.88,77.11,,Southpaw,8/8/1988,0.5,46,2.02,30,0,0,53,0,,win
Bobby Escalante,,5,6,0,,58.97,,,,0,0,0,0,0,0,0,0,,win
Shauna Bannon,Mama B,5,1,0,165.1,52.16,165.1,Switch,10/23/1993,3.6,37,3.73,37,0,0,33,0,,loss
Pedro Falcao,Pedrinho,15,3,0,167.64,61.23,167.64,Orthodox,7/30/1992,3.02,60,0.57,65,3.23,60,83,0,,win
Felipe Silva,,8,2,0,182.88,70.31,195.58,Orthodox,5/8/1984,5.4,50,1.8,59,1,100,71,0,,win
Peggy Morgan,The Daywalker,4,4,0,185.42,61.23,,,,2.27,23,8.2,33,0,0,50,0,,win
Mason Fowler,,2,0,0,180.34,77.11,,,,0,0,0,0,0,0,0,0,,loss
Michael Cora,Kookie Monster,4,1,0,185.42,77.11,195.58,Southpaw,8/24/1989,0.8,28,0.13,66,0,0,25,0,,win
Christina Marks,,8,9,0,170.18,56.7,175.26,Orthodox,11/8/1985,5,58,3,64,7.5,100,0,0,,win
Oliver Enkamp,,7,2,0,182.88,77.11,195.58,Switch,8/10/1991,2.38,36,3.55,37,0.87,16,0,0,,loss
Siala Siliga,Mighty Mo,12,5,0,185.42,131.54,,Orthodox,10/8/1970,1.08,26,1.96,50,1.47,50,80,0,,win
Taneisha Tennant,Triple Threat,5,1,0,170.18,65.77,177.8,Orthodox,6/15/1989,5.67,55,3.4,71,0,0,100,0,,win
Mario Rivera,,6,8,0,177.8,77.11,,,,0,0,8.41,20,0,0,0,0,,win
Dewey Cooper,The Black Cobra,2,1,0,,92.99,,,,0,0,0,0,0,0,0,0,,loss
Luis Santos,,63,10,1,185.42,77.11,,Southpaw,,4.4,57,4,64,0,0,0,0,,win
Jeremiah O'Neal,,13,25,0,172.72,117.93,,,,1.15,40,7.5,23,0,0,0,0,,draw
Natalia Silva,,16,5,1,162.56,56.7,165.1,Southpaw,2/3/1997,5.2,48,2.23,65,0.68,33,92,0,,draw
Harris Sarmiento,The Hitman,36,26,0,175.26,70.31,,Orthodox,9/9/1983,0.84,25,3.46,36,2.36,60,57,0,,loss
Adam Fugitt,,9,4,0,185.42,77.11,195.58,Southpaw,1/12/1989,4.3,54,5.13,48,3.43,33,50,0,,win
Eugenio Tadeu,,2,3,0,172.72,72.57,,Orthodox,,0,0,0,0,0,0,0,0,,loss
Sean Spencer,Black Magic,12,6,0,177.8,77.11,187.96,Orthodox,6/25/1987,4.24,32,4.02,60,0.14,33,68,0,,win
John Clarke,,1,1,0,,77.11,,,,0,0,0,0,0,0,0,0,,win
John Donaldson,J.T.,2,2,0,172.72,65.77,,,,1.21,23,4.22,51,0,0,0,0,,win
Kazuhisa Watanabe,,0,1,0,167.64,63.05,,,,0.62,50,0.94,0,0,0,14,0,,win
Tateki Matsuda,Tech,13,8,0,170.18,56.7,,Orthodox,2/27/1986,3.2,34,3.43,69,0,0,16,0,,win
Masaaki Satake,,1,8,1,185.42,99.79,,Orthodox,8/17/1965,1.4,35,3.76,41,0,0,58,0,,win
Luke Zachrich,,14,4,0,187.96,83.91,187.96,Orthodox,12/19/1981,4.56,32,4.46,62,0.74,33,80,0,,win
Ricky Rainey,The Sniper,12,6,0,185.42,77.11,195.58,Switch,6/29/1983,2.55,48,2.62,46,0.95,18,55,0,,loss
Keith Berish,Sha Bang Bang,5,1,0,182.88,92.99,,Orthodox,11/14/1985,3.58,36,4.81,62,1.76,40,0,0,,win
Juan Manuel Puig,Fenix,11,4,0,175.26,65.77,,Orthodox,4/23/1989,4.91,23,7.17,51,0,0,0,0,,win
Roldan Sangcha'an,The Executioner,4,2,0,162.56,56.7,,Orthodox,12/4/1990,2.71,46,2.15,51,1.94,60,68,0,,win
Derrick Mehmen,Caveman,19,9,0,193.04,92.99,,,,1.93,14,4.53,48,1,16,0,0,,win
Chris Curtis,Action-Man,30,10,0,177.8,83.91,190.5,Orthodox,7/15/1987,5.36,50,6.3,54,0,0,92,0,,win
Marcus Bossett,The Grasshopper,1,3,0,185.42,97.52,,Orthodox,,0,0,0,0,0,0,0,0,,win
Sarah Frota,A Treta,9,2,0,167.64,56.7,175.26,Southpaw,4/14/1987,4.52,52,2.57,55,0,0,53,0,,win
Kevin Szaflarski,,11,2,0,195.58,117.93,195.58,Orthodox,12/30/1994,1.13,28,8.07,30,0,0,0,0,,win
KB Bhullar,The Bengal,8,2,0,193.04,83.91,198.12,Switch,10/12/1991,4.31,49,5.39,45,0,0,0,0,,win
Lee Brousseau,Manimal,5,3,0,185.42,92.99,,,,0,0,0,0,0,0,0,0,,win
Bryce Mejia,,3,1,0,185.42,77.11,,,,3.49,62,6.98,50,0,0,0,0,,loss
Chris Mickle,,30,21,2,175.26,65.77,,Orthodox,7/10/1983,3.03,27,9.7,48,0,0,0,0,,win
Bevon Lewis,,7,3,0,190.5,83.91,200.66,Orthodox,5/5/1991,3.73,43,2.67,54,0,0,66,0,,win
Timothy Johnson,,12,4,0,190.5,120.2,195.58,Southpaw,3/13/1985,3.43,45,3.08,44,1.09,24,69,0,,loss
Angel Pacheco,,7,2,0,172.72,65.77,177.8,Orthodox,1/13/1992,13.13,40,13.6,35,0,0,33,0,,loss
Ailin Perez,Fiona,9,2,0,165.1,61.23,167.64,Switch,10/5/1994,2.96,55,1.18,57,4.89,50,75,0,,win
Soichi Nishida,,5,10,1,180.34,145.15,,Orthodox,,0,0,0,0,0,0,0,0,,win
Egidijus Valavicius,,29,12,0,182.88,90.72,,Orthodox,,0,0,0,0,0,0,0,0,,win
Todd Brown,Bulldog,16,4,0,180.34,92.99,,Orthodox,12/13/1976,2.15,45,3.85,48,0,0,50,0,,win
Michael Lerma,,0,1,0,,,,,,0,0,6.47,45,0,0,0,0,,win
Cody Canterbury,,1,10,0,172.72,70.31,,,,0,0,0,0,0,0,0,0,,win
Ricardo Prasel,Alemao,10,2,0,200.66,107.95,198.12,Orthodox,6/2/1990,2.21,57,7.83,37,0,0,0,0,,win
Chance Farrar,,8,3,0,175.26,65.77,,Southpaw,9/11/1975,0.81,22,2.21,67,3.02,100,0,0,,loss
Wes Combs,The Soldier,20,6,0,187.96,92.99,,Orthodox,6/18/1973,2.14,48,4.73,45,0,0,0,0,,win
Wesley Correira,Cabbage,20,16,0,190.5,117.93,,Orthodox,11/11/1978,2.6,36,8.8,40,0,0,90,0,,win
Treston Thomison,,10,6,0,172.72,65.77,,,,0,0,0,0,0,0,0,0,,win
Lauren Mueller,Princess Tiger,5,3,0,165.1,56.7,170.18,Orthodox,11/15/1991,4.08,41,3.77,58,0.7,50,71,0,,draw
Jorge Interiano,,4,3,0,185.42,92.99,,,,0,0,0,0,0,0,0,0,,win
Michael Diaz,,1,2,0,,117.93,,,,0,0,0,0,0,0,0,0,,loss
Klidson Abreu,White Bear,15,4,0,182.88,92.99,187.96,Orthodox,12/24/1992,2.05,40,2.9,55,0.64,20,80,0,,win
Emiliano Linares,Golden Bull,8,2,0,172.72,65.77,182.88,Orthodox,4/21/1997,1.17,28,3.59,26,0,0,33,0,,win
Matt Ricehouse,,6,1,0,,70.31,,,,3.7,44,4.8,47,1,22,81,0,,win
Xavier Siller,Young Guns,5,5,0,165.1,56.7,,,,1.02,36,1.53,57,3.83,100,0,0,,win
Ray Rodriguez,The Judge,16,8,0,170.18,61.23,177.8,Orthodox,12/10/1987,0.9,27,3.89,40,1.42,50,44,0,,win
Mitch Whitesel,,17,27,0,175.26,83.91,,,,0,0,0,0,0,0,0,0,,win
Kazuma Maruyama,Gluttony,11,7,0,180.34,70.31,182.88,Orthodox,7/19/1992,3.83,41,2.23,53,4.79,33,100,0,,win
Xiao Long,,26,7,0,172.72,61.23,177.8,Orthodox,4/13/1998,5.13,49,3.49,54,0.67,25,78,0,,win
Xavier Foupa-Pokam,Professor X,32,22,0,185.42,83.91,,Open Stance,7/3/1982,1.47,43,2.5,49,0,0,16,0,,win
Patrik White,Primetime,9,2,0,182.88,70.31,182.88,Orthodox,6/11/1993,9.77,49,6.28,60,0,0,50,0,,win
Tafon Nchukwi,Da Don,6,4,0,182.88,83.91,195.58,Orthodox,10/14/1994,5.57,52,4.11,54,0.76,57,64,0,,win
John Kolosci,,15,9,0,180.34,83.91,,Orthodox,11/26/1974,0.21,20,0.85,50,0,0,0,0,,win
Robbie Ring,Razor,6,1,0,175.26,65.77,172.72,Orthodox,7/14/2000,5.11,38,9.15,38,4.04,33,0,0,,loss
Dooho Choi,The Korean Superboy,14,4,1,177.8,65.77,177.8,Orthodox,4/10/1991,4.74,53,4.91,54,0.29,20,50,0,,win
Darren Till,The Gorilla,18,5,1,182.88,83.91,187.96,Southpaw,12/24/1992,2.3,46,3.31,56,0.55,46,69,0,,win
Cedric Doumbe,,2,0,0,177.8,77.11,,,,0,0,0,0,0,0,0,0,,win
Jose Santibanez,,10,3,0,,70.31,,,,0,0,0,0,0,0,0,0,,draw
Ho Bae Myeon,,13,5,1,180.34,76.2,,Orthodox,,3.16,16,3.16,83,0,0,0,0,,loss
Cesar Gracie,,0,1,0,177.8,82.1,,Orthodox,,0,0,17.14,50,0,0,0,0,,win
Herdem Alacabek,,5,1,0,187.96,92.99,190.5,Orthodox,6/7/1991,3.84,65,6.66,23,2.06,50,42,0,,loss
Shawn Bunch,Bunch the Great,7,3,0,165.1,61.23,,,,0,0,1.55,55,0,0,50,0,,win
Pablo Alfonso,The Hurricane,9,7,0,172.72,65.77,,,,0,0,0,0,0,0,0,0,,draw
Royler Gracie,,5,5,1,172.72,68.04,,Southpaw,12/6/1965,0,0,0,0,0,0,0,0,,win
Andy Wang,,7,8,1,167.64,70.31,,Orthodox,5/28/1977,3.43,36,10.29,62,0,0,0,0,,win
Stephen Bass,Bigfish,11,2,0,175.26,65.77,,Orthodox,11/14/1982,4.87,52,5.87,55,0,0,0,0,,win
Fabio Silva,,1,8,0,180.34,92.99,,Orthodox,3/31/1982,0.09,11,5.9,38,0,0,0,0,,win
Kali Robbins,Pop Tart,6,3,0,160.02,52.16,160.02,Orthodox,7/5/1984,3.73,46,9.4,44,2,33,0,0,,loss
Jason Godsey,,16,16,0,187.96,104.33,,Orthodox,,0,0,0,0,0,0,0,0,,win
Felipe Portela,Balboa,9,2,0,,77.11,,,,0,0,0,0,0,0,0,0,,win
Robert Peralta,Problems,18,8,0,172.72,65.77,180.34,Orthodox,3/14/1986,3.76,44,2.97,53,0.59,66,65,0,,win
Che Mills,Beautiful,16,10,0,185.42,77.11,193.04,Orthodox,9/29/1982,2.08,52,2.87,43,1.18,66,58,0,,win
Alexandru Lungu,,14,4,0,182.88,174.63,,Orthodox,9/3/1974,3.61,66,7.22,40,0,0,0,0,,win
Thomas Ramirez,,0,1,0,185.42,185.97,,Sideways,,0,0,0,0,0,0,0,0,,win
Khadzhi Bestaev,Best,10,4,0,198.12,83.91,193.04,,,6.15,29,10,43,0,0,0,0,,loss
Andre Winner,,21,11,2,180.34,70.31,185.42,Orthodox,11/9/1981,2.52,33,4.57,51,0,0,74,0,,draw
Derek Getzel,The Pretzel,8,5,0,182.88,70.31,,,,0,0,0,0,0,0,0,0,,win
Levan Makashvili,The Hornet,15,2,1,172.72,65.77,172.72,Orthodox,1/7/1989,2.87,54,2.07,61,3.67,42,85,0,,win
Pete Rodriguez,Dead Game,5,1,0,175.26,70.31,180.34,Switch,11/13/1996,10.37,46,11.69,44,0,0,100,0,,win
Michal Oleksiejczuk,Hussar,19,6,0,182.88,83.91,187.96,Southpaw,2/22/1995,5.12,50,4.17,62,0.76,44,48,0,,win
Hong Man Choi,Techno Goliath,4,5,0,218.44,149.69,,Orthodox,10/30/1980,1.32,26,1.46,36,0.71,100,84,0,,loss
Mike Polchlopek,Mike Barton,1,1,0,193.04,129.27,,Orthodox,12/27/1965,2,38,1.33,57,0,0,0,0,,loss
Tom Sauer,,25,12,0,185.42,119.29,,,,0,0,0,0,0,0,0,0,,loss
Paul Creighton,,3,1,0,167.64,70.31,,Southpaw,6/4/1970,0.72,75,4.65,30,5.37,37,0,0,,win
Corey Anderson,Overtime,14,5,0,190.5,92.99,200.66,Orthodox,9/22/1989,4.43,46,2.22,59,4.89,50,83,0,,win
Eddie Gordon,Truck,8,4,0,182.88,83.91,193.04,Orthodox,7/22/1983,2.03,32,2.57,60,1.93,83,63,0,,win
Nathan Jones,,0,1,0,210.82,156.49,,Orthodox,8/21/1970,0,0,0,0,0,0,0,0,,win
Stefan Leko,Blitz,0,3,0,187.96,97.52,,Orthodox,6/3/1974,2.4,43,6.17,68,0,0,0,0,,draw
Sergey Ignatov,,0,1,0,175.26,95.25,,Orthodox,,0.35,50,3.25,42,0,0,0,0,,win
Jon Murphy,Man of Faith,6,4,0,190.5,117.93,,Orthodox,8/9/1977,3.93,66,8.85,43,0,0,0,0,,win
Patrick Speight,,7,3,0,185.42,77.11,,Orthodox,,0,0,0,0,0,0,0,0,,win
Dmitry Poberezhets,,24,5,1,190.5,107.5,,,,0,0,0,0,0,0,0,0,,win
Marius Zaromskis,The Whitemare,20,9,0,175.26,77.11,,Orthodox,7/30/1980,5.02,34,5.93,50,0.73,42,73,0,,win
Marcos Mariano,Dhalsim,6,6,0,185.42,70.31,193.04,Switch,10/12/1986,0.25,27,2.11,43,0,0,28,0,,win
Todd Gouwenberg,,9,5,0,185.42,92.99,,Orthodox,9/25/1974,0.52,23,2.93,42,1.57,33,50,0,,win
Willian Colorado,,11,1,0,177.8,61.23,182.88,,,0,0,0,0,0,0,0,0,,loss
Nasrat Haqparast,,15,5,0,177.8,70.31,182.88,Southpaw,8/22/1995,5.73,44,5.26,64,0.32,20,78,0,,win
Baergeng Jieleyisi,,12,4,0,175.26,61.23,180.34,Orthodox,11/24/1995,2.53,38,3.87,45,0,0,0,0,,loss
Tommy Speer,,21,7,0,177.8,77.11,180.34,Orthodox,8/20/1984,2.56,51,5.12,35,2.02,33,33,0,,loss
Priscila Cachoeira,Zombie Girl,12,5,0,170.18,56.7,165.1,Orthodox,8/19/1988,4.12,43,7.13,45,0.18,33,65,0,,win
Solomon Hutcherson,King,11,7,0,180.34,83.91,,Southpaw,8/31/1972,2.59,39,2.59,64,3.53,100,0,0,,win
Rafael  Del Real,,6,20,0,180.34,102.06,,,,5.58,40,0,0,20.93,100,100,0,,win
Antonio Duarte,Tigre,19,7,0,170.18,61.23,,,,4.55,40,4.18,57,0,0,60,0,,win
Blake Bowman,,2,6,0,187.96,77.11,,,,0,0,0,0,0,0,0,0,,win
Anthony Alves,,1,4,0,,,,,,0,0,0,0,0,0,0,0,,win
John Devine,,6,4,0,,,,,,1.52,18,2.28,57,0,0,0,0,,draw
Justin Wilcox,Silverback,14,7,0,167.64,70.31,,Orthodox,3/12/1979,3.82,28,2.63,71,1.43,16,100,0,,win
Alan Gomez,,2,0,0,,70.31,,,,0,0,0,0,0,0,0,0,,win
Anthony Ruiz,El Toro,33,22,0,187.96,92.99,,Orthodox,11/3/1977,2.56,64,1.67,28,1.43,31,21,0,,win
Josh Janousek,,8,1,0,180.34,83.91,,Orthodox,9/25/1980,0,0,0,0,0,0,0,0,,win
Josiah Harrell,Muscle Hamster,7,0,0,170.18,77.11,172.72,Southpaw,11/13/1998,0,0,0,0,0,0,0,0,,win
Jodie Esquibel,,6,6,0,154.94,52.16,162.56,Orthodox,5/7/1986,4.1,31,7.37,52,0.75,21,83,0,,win
Marcelo Guimaraes,Magrao,9,2,1,182.88,83.91,185.42,Orthodox,6/25/1983,4.67,51,4.41,62,1.99,13,0,0,,win
Rick Davis,The Flying Squirrel,3,1,1,175.26,70.31,,Orthodox,,3.09,50,6.19,64,0,0,0,0,,win
Gian Siqueira,Pitbull,19,5,0,185.42,77.11,187.96,Orthodox,6/23/1994,0.8,100,3.41,19,0,0,0,0,,loss
Konstantin Erokhin,,9,3,0,180.34,104.33,,Orthodox,1/31/1983,1.07,36,1.83,47,0,0,70,0,,win
Vinicius Oliveira,Lok Dog,19,3,0,175.26,61.23,177.8,Switch,11/30/1995,9.56,49,2.31,61,0,0,100,0,,win
Magomed Ankalaev,,18,1,1,190.5,92.99,190.5,Orthodox,6/2/1992,3.56,52,2.2,58,1.07,31,86,0,,win
Gaetano Pirrello,El Tigre,15,7,1,170.18,61.23,165.1,Orthodox,4/29/1992,0.99,55,2.44,42,0,0,30,0,,win
Derek Bohi,Marshmallow,8,5,0,193.04,117.93,,,,0,0,0,0,0,0,0,0,,win
Nick Sperling,,3,4,0,,61.23,,,,1.4,25,1.4,66,0,0,0,0,,win
Cheyden Leialoha,Steadfast,6,0,0,172.72,61.23,185.42,Orthodox,3/15/1994,1.87,28,3.2,53,2,33,71,0,,win
Vinicius Salvador,,14,6,0,170.18,56.7,177.8,Southpaw,7/24/1996,5.44,42,6.05,49,0.38,11,86,0,,win
Marvin Eastman,The Beastman,18,15,1,175.26,83.91,185.42,Orthodox,6/8/1971,2.21,35,3.92,42,1.38,33,81,0,,win
Zoila Frausto,Warrior Princess,13,5,0,162.56,61.23,,Orthodox,,0.77,31,1.64,53,0,0,57,0,,draw
Nathan Coy,Soulforce,15,7,0,177.8,77.11,175.26,Southpaw,7/24/1978,3.88,52,2.4,61,3.17,47,50,0,,win
Takeshi Inoue,Lion,23,10,0,172.72,65.77,,,,2.54,44,3.32,61,0,0,47,0,,loss
Kyle Stewart,Gunz Up,11,3,0,182.88,77.11,193.04,Orthodox,1/31/1989,1.41,35,2.42,43,1.32,20,60,0,,win
Ryan Keenan,,6,2,0,177.8,77.11,,,,0,0,0,0,0,0,0,0,,win
Stephen Regman,,9,4,0,180.34,83.91,193.04,Orthodox,8/5/1991,1.41,60,4.93,23,3.52,100,0,0,,win
Igor Borisov,,1,1,0,182.88,106.59,,Orthodox,,0,0,0,0,0,0,0,0,,win
Lucas Alexander,The Lion,8,4,0,180.34,65.77,185.42,Orthodox,7/28/1995,5.23,55,1.83,71,0,0,57,0,,win
Eric Bedard,Lucky Strikes,6,7,0,187.96,108.41,,,,6.37,35,8.54,52,0,0,0,0,,win
Mitch Ramirez,,7,1,0,180.34,77.11,180.34,Orthodox,11/3/1992,3.69,52,4.81,36,2.41,100,0,0,,win
Carlos Prates,The Nightmare,17,6,0,185.42,77.11,198.12,Switch,8/17/1993,4.81,63,3.69,47,0,0,0,0,,win
Mike Moreno,El Palo Duro,6,5,0,182.88,83.91,,,,1.27,51,1.07,58,0,0,44,0,,win
Jesse Sanders,,23,7,0,182.88,77.11,,Orthodox,,0,0,6.45,35,0,0,50,0,,win
Issei Tamura,,10,8,0,165.1,61.23,160.02,Orthodox,3/12/1984,1.89,53,4.58,44,0.92,25,33,0,,loss
Shamil Gamzatov,,14,1,0,187.96,92.99,193.04,Orthodox,8/9/1990,5.35,48,3.46,51,0,0,50,0,,win
Chris Honeycutt,The Cutt,9,1,0,177.8,77.11,185.42,,,2.99,44,1.41,66,3.4,45,75,0,,win
Andrew Craig,Highlight,9,4,0,185.42,77.11,193.04,Orthodox,1/15/1986,2.39,40,3.01,50,0.53,37,72,0,,loss
Elias Theodorou,The Spartan,16,3,0,185.42,83.91,190.5,Orthodox,5/31/1988,4.19,42,2.39,53,1.27,28,59,0,,win
Edilberto de Oliveira,Crocota,29,15,2,182.88,77.11,,Orthodox,11/22/1982,4.12,32,6.79,61,0,0,0,0,,loss
Jeremy Tavares,,1,6,0,,61.23,,,,0,0,0,0,0,0,0,0,,win
Alex Gorgees,Hitman,6,1,0,187.96,70.31,187.96,Switch,8/11/1995,0.67,32,2.27,38,0,0,54,0,,loss
Shara Magomedov,Bullet,12,0,0,187.96,83.91,185.42,Orthodox,5/16/1994,7.53,73,4.33,28,0,0,57,0,,win
Dave Martin,,0,2,0,182.88,92.99,,,,0,0,0,0,0,0,0,0,,win
John Dodson,The Magician,22,12,0,160.02,61.23,167.64,Orthodox,9/26/1984,3.2,40,3.58,61,0.71,28,82,0,,win
Chris Guillen,,13,16,0,182.88,108.86,,Orthodox,12/9/1972,0.82,27,1.91,36,0,0,0,0,,loss
Ernesta Kareckaite,Heavy-Handed,5,0,1,175.26,56.7,180.34,Orthodox,7/5/1998,12.27,45,11.2,42,1,50,100,0,,win
Brian Lo-A-Njoe,,6,10,3,170.18,70.31,,Orthodox,,3.87,42,0,0,0,0,66,0,,win
RJ Clifford,,4,3,0,,72.57,,,,0,0,0,0,0,0,0,0,,win
Gabriella Fernandes,Gabi,8,3,0,167.64,56.7,167.64,Southpaw,8/13/1993,1.63,47,2.7,47,0,0,61,0,,loss
Roman Bogatov,,10,1,0,172.72,70.31,185.42,Orthodox,12/15/1990,3.33,42,4.4,44,1,9,50,0,,win
Jeremy Boczulak,,0,2,0,,,,,,0,0,0,0,0,0,0,0,,win
Nick Piedmont,No Limit,12,7,1,177.8,65.77,,,,0,0,0,0,0,0,0,0,,draw
Steve Hadsel,,3,0,0,172.72,77.11,,,,0,0,0,0,0,0,0,0,,loss
Sho Patrick Usami,Savage,4,1,0,175.26,70.31,177.8,Orthodox,5/8/2000,0,0,0,0,0,0,0,0,,loss
Miika Mehmet,,3,5,0,,92.99,,Orthodox,,0.33,12,7.29,24,0,0,0,0,,win
Marcus Silveira,Conan,6,4,0,190.5,109.77,,Orthodox,,0,0,0,0,0,0,0,0,,draw
Alan Hiro,Yamaniha,14,5,4,165.1,61.23,,Orthodox,4/4/1986,0,0,0,0,0,0,0,0,,win
Nick Sanzo,,1,1,0,175.26,86.18,,,,0,0,0,0,0,0,0,0,,win
Donnie Chappell,,0,1,0,180.34,80.74,,Southpaw,,0,0,0,0,0,0,0,0,,win
